ID,BRAND,NAME,FORM,AMOUNT,DOSE,DHA mg PER DOSE,EPA mg PER DOSE,EPA +DHA,PRICE in £,COUNTRY,REVIEWS FROM,RATING,REVIEW
12,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=13,1,"I've been regularly ordering products from this company for a year now, and I can say that the quality of the products is really good. Unfortunately, the customer service is so poor that I've decided to order elsewhere. A huge number of errors occur, and contact is incredibly difficult – you often have to wait over a week for a response, and even then, many questions are either inadequately answered or not answered at all. My emails were ignored several times, and when I contacted them by phone, communication was difficult because the German I spoke was often poor. What was particularly disappointing was that I was even insulted by customer service once. With high-quality, expensive products, professional, helpful, and respectful customer service should be a given. Unfortunately, this is not reflected in this company at all, which is ultimately the reason why I decided to stop ordering from them."
13,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=14,1,"The products are generally fine, but I canceled the subscription because they're overpriced. You can find the same oils and products elsewhere for about a third of the price. I also had to pay €60 to cancel the subscription, which I find unreasonable."
14,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=15,1,It's all about selling a monthly subscription. Stay away from it!
15,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=16,1,"After several difficult attempts, my subscription was canceled, according to an email from Eqology. I was asked to return the products they sent me for a refund and enclose an invoice (the amount of €135 had already been debited from my account). There was no invoice in the package, nor did I receive one by email, even after I requested one. I have now returned the package without it and hope this will still work. I'm curious to see if a refund will actually follow. I've never experienced this before: a customer not receiving an invoice (for an amount they've already paid)."
16,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=17,1,"Beware of disguised subscriptions! No transparency about the brokers, the entire concept is not reputable. Cancellations are only answered after several days. Partial refunds are only given upon request."
17,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=18,1,"I'm really very disappointed. My gynecologist recommended the product to me without telling me that I was signing up for a subscription. I also didn't receive any information to log into a user account. I sent an email to Eqology that same evening, requesting to cancel the subscription (I was then informed by email that this should be possible within 14 days). I also contacted Eqology by phone with a request to cancel. I was told there was no customer account with my email address. The employee was also quite unfriendly and almost ridiculed my request. A few days later, however, I had a hefty €135 debit from my account. I wrote another email, but there was no response. It can't be that I sign a contract and want to cancel it on the same day, but it's not possible. I assume I'll receive the products now. If I send them back, I might end up like some people here, where the package doesn't arrive. I was already a customer of Eqology a year ago and was very satisfied, but apparently customer service is no longer a priority here. I fear I'm now ""trapped"" in a subscription that, with luck, won't let me get out of for another six months. I look forward to a response from you, although I assume I'll be referred to support, where I won't receive a response or will be ignored (which I find the worst of all)."
18,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=19,1,"I ordered a product as a single delivery. The ""Subscription"" and ""Single Delivery"" options are very easy to distinguish, so I'm 100% sure I chose the single delivery option. Nevertheless, less than a month later, I received an email informing me that my ""order"" had been shipped. The invoice amount had already been debited from my account, and the delivery could no longer be stopped. Although I was offered a free return and refund, all of this involved a lot of effort: For example, I have to reply to an email from the shipping warehouse with my bank details, which I should receive as soon as the return arrived there. Thus, I am providing Eqology with a free credit, in my case only €130. If the company pulls this scam on numerous customers, and many of them simply accept it, it likely means significant profits. In any case, I was not offered any compensation for the effort I incurred. My consequences: I will no longer order anything from Eqology and can only advise against ordering from this company that engages in unfair business practices."
19,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=20,1,"I was recruited as a business partner by a good friend, a naturopathic practitioner. Given my high profile, this was a good business model for a good product for everyone involved. However, my first order as a new business partner was disappointing. The packaging was unsealed, flimsy, partially damaged, and the contents were not protected against impact. It was scattered in a haphazard manner, with brochures scattered about, measuring cups and pens all scattered in a jumbled manner, as if simply thrown in. Multiple calls to support (at the specified times) were unsuccessful, and the recorded message ended with a reference to the support email. My email initially went unanswered, and only after days did I receive a response stating that the packaging was ""to protect the product from contamination and damage,"" which was indeed the case. After requesting a return label and terminating the business partnership because this packaging was unacceptable for a product in the ""high-price segment,"" I received an email confirming my acknowledgement and reversing the transaction. Not a word of regret, not a single apology, or explanation as to why the shipment was not correct (that could have changed my mind as a business partner)!!! In short, I'm glad I don't have a business with such an unprofessional company, because I can't expect my partners (especially those in the exclusive business) to endure this. I don't know if this is in line with EQology's general guidelines or if it's a problem with the German sales department. EQology would do well to review its business partnerships and improve the service it provides to its business partners. Until this happens, I unfortunately cannot recommend this company. Communication between the company and business partners in the ""high-price segment"" must be seamless. I wouldn't buy a quality watch in a plastic bag, for example. Unfortunately, there was no way to communicate directly. By phone: endless hold with a reference to the support email. The response from the support email took days, and it was IMPERSONAL!!!"
20,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=21,1,"I first heard about the product on November 14, 2024, at a promotional presentation in Munich. The doctor from Austria who gave the presentation on Omega 3 was good. Unfortunately, the participants were only able to taste the regular oil and not the expensive gold version. Since I also tried the regular oil, I assumed that the premium version (Pure Arctic Oil Gold) would taste just as good. I then ordered the premium version and was shocked at how bad the oil tasted. For me, the oil is not intended for humans, but for engines. You can't possibly drink a product like that. After further online research, I was even more shocked when I discovered that this oil even received an award from taste-institute.com in 2022 for its good taste !!!!!!!!!!!!!!!!!???????? The EQOLGY partner suggested exchanging the gold version for the regular oil, even though the gold version is significantly more expensive. He refused to offer a better suggestion because of the price difference, and I had to try to sell the oil myself to someone who couldn't care less about the taste. Then I realized that I couldn't trust EQOLOGY and its partners, because I might have spent €200 for nothing. My overall experience was super, super bad, and I deeply regret even going to the lecture. I wouldn't recommend the oil to anyone."
21,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=22,1,"I was also recommended the company by a naturopath. I'm studying business administration and am an entrepreneur myself, so luckily I'm not naive enough to support such a scheme. 1. The company operates a pyramid scheme. The naturopath told me that if I could recommend the subscriptions to three friends, I would get my money back. 2. The prices are pure rip-off. No process/refinement/pseudo-marketing legitimizes selling people omega-3 oil for over 1,000 euros a year. I would strongly recommend everyone to stay away from this company. The website is very well implemented, and the pseudo-scientific arguments may guarantee legitimacy to many visitors, but there's nothing behind them. Simply buy your omega-3 for 1/20 of the price at a pharmacy or elsewhere online. It will be good for your wallet and you won't notice any physical difference."
22,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=23,1,"Absolute rip-off, the ""subscription model"" is a subscription trap!! Hands off!"
23,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=24,1,"I was practically talked into buying this product by a nice alternative practitioner who supposedly has nothing to do with this company. After I canceled my order, I promptly received a call from the nice lady. She now has one less patient. The cancellation took place several weeks ago and was confirmed via email. There's still no trace of the money. It will probably end with a chargeback. This company has very shady business practices. I'd stay away from it."
24,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=25,1,"This company is completely dubious. I strongly advise everyone not to order anything from this company. You're falling into a subscription trap. I had a very bad experience. The subscription couldn't be canceled, only for a fee of €60. Despite paying this amount, another delivery was made. I then returned the product, Omega 3 oil, to the sender's address. Today I received the message ""Package was not delivered, please contact...""! I highly recommend staying away."
25,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=26,1,"I've been taking the regular oil since summer 2023. Now I've found out that the DHA value MUST be twice as high as the EPA value. And that's absolutely not the case. So I've paid for a year for nothing. Only the Omega 3 Gold oil has the correct values. And I think it's dubious to sell people vitamin D (too low a dosage and far too expensive) at a totally overpriced price. For that price, I can get 5,000 units on Amazon, 365 of which cost around €20. According to my alternative practitioner, my vitamin D3/K2 is perfect for me. And it's also dubious not to test customers' vitamin D levels beforehand. Some have levels that are too low and would need 10 times the amount, and for those whose levels are too high, it's too dangerous to sell them! That's actually a criminal offense. And now to me: since January 24th (my values ​​are perfect) I've only had inflammations that won't go away. I'm constantly sick and I'm feeling worse and worse. I've now stopped taking the oil. Something's not right here. I have 10 bottles left and will try to sell them on, but my consultant won't take it back. She only wants to swap them, but I'm really disappointed because I spent so much money and I've only felt worse since then. You can imagine how I spent a year's worth of money. I persuaded two people to buy it too, and they stopped taking it too. I bought their oil back because I was embarrassed, and now I'm stuck with all that oil. So, to repeat... the ingredients aren't as they should be. The DHA/EPA is wrong!"
26,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=27,1,"The business practices are opaque, and the cancellation options are full of pitfalls. This creates a fundamental distrust of the product."
27,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=28,1,"A dubious company, a rip-off. They initially perform a blood test that you never see. The product gave me severe diarrhea and nausea. The consultant assured me I could cancel the subscription, which they also kept secret. After some time, I received this horrible stuff again, along with a debit. I contacted the consultant again, and she said she would take care of it... Nothing happened. This ""company"" is unbelievable. STAY AWAY FROM THEM, I CAN ONLY ADVISE YOU!!!!!"
28,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=29,1,"Unfortunately, I absolutely cannot recommend this company. The customer service is abysmal. I noticed that they're only interested in selling and don't put people first. There's a complete lack of transparency in the contract and terms and conditions, and only afterward do you realize that you're bound to unexpected and disadvantageous conditions. An extremely disappointing experience – I'll definitely never shop here again."
29,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=30,1,"This ""subscription"" is worse than any ringtone subscription (which weren't banned for nothing). Even if you can log into the customer account, you can't find any(!) information about the term or cancellation policy. Not even after clicking through several pages of FAQs. I then canceled via the contact form for the EARLIEST possible date. They weren't interested at all. Customer service fobbed me off with some boilerplate text. However, under German law, a cancellation that hasn't been objected to is considered accepted after 14 days. If Eqology sees it differently, I'll let the consumer protection agency and my lawyer sort it out. Anyone with a good product doesn't need such dubious games, which is why I no longer trust the supposedly oh-so-great fish oil."
30,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=31,1,"I received goods in June, even though I canceled my order and the cancellation was confirmed. I then returned them at my own expense on June 14, 2024. Eqology also confirmed that the goods had supposedly arrived in an interim warehouse, even though I used the specified return address. Since June, I've been receiving reminders from Klarna asking me to pay the invoice, now threatening to contact a debt collection agency. Despite numerous emails to Eqology support, nothing has happened so far other than promises that the matter will be taken care of."
31,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=32,1,"I bought the product with a subscription and overlooked the fine print; that was my mistake. What really disappointed me, however, was that after a surprisingly positive test result in the first month, I wasn't given the option to cancel the subscription free of charge, and I didn't receive any response or support from my advisor when I asked how to handle this. According to the analysis, I'm getting enough Omega 3. Why can't you react competently and professionally in this rare case? I'm a yoga teacher and alternative practitioner and would have liked to recommend the product, but I'm now put off by the way customer problems are handled. So, unfortunately, I can't recommend it, even though the product seems high-quality—what a shame!"
32,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=33,1,"Unfortunately, trust is being abused. The word ""subscription"" is NOT mentioned in the sales pitch!!! If you don't take the time to really read everything you sign, you'll be in for a nasty surprise! Furthermore, when I found out I'd signed a 6-month subscription, I wanted to cancel the subscription straight away. FALSE! They only accept cancellations before the second-to-last delivery! (Which is certainly not according to German law) Then I canceled again and they wanted a 60 Euro cancellation fee! I then threatened to call a lawyer. Then my cancellation went through without a fee. From the salesperson to the company - RIP-OFF! If the product is good, why such shady business practices?"
33,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=34,1,"I can't recommend the subscription, and unfortunately, that has nothing to do with trusting customers. Why do I have to sell my product by subscription? Lucky for those who like it - the lemon flavor was too strong for me! I heard on a podcast that it doesn't taste of fish at all and is very digestible. Perhaps my taste buds are too strong; I wouldn't have been able to dress a salad with it. I wanted to cancel the subscription and return the unopened bottle (you get two to start with) - but now I had to pay a large sum just to get out of the 6-month subscription! Replies within 48 hours? NO! I'm disappointed with this kind of service! The product is definitely the best on the market - I don't want to dispute that! I still recommend a single order as a first step - because the consequences if you don't like it are unfortunately serious!"
34,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=35,1,"I would have liked to cancel my subscription within the cancellation period, as I unfortunately cannot tolerate the product. The subscription was set up by my gynecologist and the user name was obviously not the same as the one she gave me. Since then I have been unable to access my customer account. I keep writing and then I get a link to reset my password, which is pointless if I don't have a user name. Now I have a user name but I still can't log in. I have no idea what the problem is. No reply to my email!!! No one is reachable by phone. You should look up the opening times on the website.... I feel like I'm in a bad movie. So I'm tied in for half a year and can neither access the site nor cancel it or do anything else. I would have loved to voice my anger to a real person, but the people who take turns answering my emails unfortunately don't have a phone number... Very disappointing, depressing, wastes time and nerves, this company is definitely not contributing to my health. I now expect an immediate response and an immediate cancellation of my subscription. Of course I will share my displeasure with my gynecologist. I assume that I am not the only one who has had such an experience with the company."
35,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=36,1,"I've been trying to cancel my subscription for a month, but my sales representative keeps telling me to stop or putting me off. I can't take the oil or the collagen. They give me heartburn, and the fishy smell disgusts me. How can I cancel after about three months if I don't have a contract?"
36,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=37,1,"I was persuaded to place an order by an Eqology employee over the phone, but immediately canceled the order because the sale seemed very dubious to me. I received confirmation of the order cancellation, but the goods were still shipped to me. I returned everything to the return address that same day. DHL confirmed delivery. Even after three weeks, I have not received confirmation of the return; instead, I have received reminders from Klarna. I specified bank transfer as the payment method, not Klarna. I don't know why this ended up with Klarna. I have since sent several emails to support. I still haven't received confirmation of the cancellation."
37,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=38,1,"Stay away...Cancellation is almost impossible. I was charged €29.95 on May 13th for cancellation, and now they want another €60 for cancellation. It's a complete rip-off. I'm going to contact Consumer Protection. It's a disgrace."
38,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=39,1,"I can only advise against it. This is worse than the ringtone subscriptions, which were banned at some point. Firstly, depending on your body weight, you consume at least a full tablespoon of oil (which consists mainly of olive oil). This is your entire daily fat requirement, especially if you're trying to lose weight at the same time. The oil is sold on a subscription basis. This subscription lasts for at least six months and must be canceled after that. It's almost impossible to cancel. You're supposed to call a number in the UK if you want to cancel. I'm still waiting for confirmation of the cancellation email I sent to customer service. According to the website, Eqology reserves the right to charge a cancellation fee of EUR 60.00. I wouldn't sign up for such a subscription again."
39,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=40,1,"The fact that no payment was made for the last delivery was not communicated by EQ (as usual): No email, no payment request, simply no delivery... We've repeatedly said: support is virtually nonexistent. Now the delivery has been made, and payment was made immediately via PayPal, but the glass bottles were defective."
40,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=41,1,"And the next shipment, too, is unreliable. My online order simply states ""FAILED,"" with no message from EQ customer service (which apparently doesn't exist) explaining why the shipment failed again. I strongly advise against ordering these products; delivery is a hassle, and replies to emails sometimes take up to 10 days. I'm happy to be able to cancel the subscription, which you have to sign up for, but that only works after 6 months."
41,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=42,1,"My caregiver advised me to give my baby the oil, as rapeseed oil wouldn't be sufficient. Since the packaging states that you should discuss taking it with your pediatrician, I did. He clearly advised against it for various reasons, including allergens (a common trigger for food allergies), etc. The oil ended up in the trash—nothing but money."
42,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=43,1,"I learned about this product from a consultant, and she said she was the person to contact for me. I couldn't tolerate the product (constantly burping the fishy smell, nausea). I informed my consultant that I was canceling the product. A month later, the product was sent to me anyway, along with a payment request. My consultant stated that cancellation would only be accepted with a doctor's note! What a disgrace - as this violates my personal privacy. I gave the doctor's note to my consultant and sent the product back, instructing the bank to block the direct debit. Despite this, I received a reminder and an email stating that the product could not be delivered. The way this product is sold is disgraceful. There is no communication, and as a customer, you only have problems. I have now contacted support directly and hope for a quick resolution."
43,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=44,1,"Unfortunately, customer support is very poor. Questions go unanswered. I signed up for and paid for a 6-month subscription, and already the second delivery (value over €160) hasn't arrived. Questions about this are NOT being answered by support via the website or by email. (Actual delivery date: January 19, 2024) Our oils for the whole family have now run out; we are now supplementing with high-quality linseed oil. If someone at Eqology doesn't make sure my paid delivery arrives promptly, I will switch my family to linseed oil. Better than continuing to be annoyed by EQ's nonexistent customer service."
44,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=45,1,"A very dubious sales strategy (forced subscription, difficult cancellation). If you cancel the subscription, you're informed that you have to commit to another subscription for at least six months, and even have to buy two bottles in the first month if you want to buy again. I highly recommend against buying anything from such providers."
45,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=46,1,"You're pressured into a six-month contract or pay twice as much as you'd pay with other providers. The distribution system is similar to Tupperware. The participating doctor who recommends the product apparently earns a share of the profit. Even if the product doesn't work, you remain bound by the contract. But even with the six-month commitment, you pay more than you would for a regular order with a competitor."
46,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=47,1,"I obtained your oil through a distribution partner – I've been purchasing it for two people for two months. Given the expected effects, it should be passed on continuously. Therefore, I'm extremely dissatisfied – it's not sustainable either! Monthly delivery for two people at the same address in two packages = double the postage! Based on the recommended minimum amount of 15ml daily, you need 18 bottles per year. The postage for two people therefore amounts to €212 annually. This is extremely customer-unfriendly. I expect a reputable company to offer a standard choice: a 6-month supply for two people at the same address in one package!"
47,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=48,1,"I've already explored many network marketing sales systems. I don't find the subscriptions customer-oriented. Therefore, I decided to go with a different company without subscription traps and with vegan products."
48,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=49,1,"Unfortunately, the 3FF program can only be used if each person receives a monthly bottle with a shipping charge of €6.90. For four people, that's about €330 in shipping costs per year. Even people in the same household have to pay double the shipping costs. Instead of receiving the bottles for six months or a year, you're tied to a monthly subscription with high shipping costs. I've now canceled the subscription for everyone because the business practices seem rather dubious to me. I find it very unfortunate how customers are treated here."
49,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=50,1,"I ordered a one-time delivery from my doctor because I wanted to test the product first. Despite choosing the one-time delivery option, I received three deliveries within five weeks (the money was debited before each delivery). I naturally wanted to return the packages and get a refund, but the website states that you have to contact customer service. They are never reachable by phone in Austria (of course, I called several times during the stated service hours). It is not correct that I had a choice to select the delivery frequency or subscription options, or to benefit from any discount. I had never legally signed up for a subscription, just a one-time order. At first, I thought it was a technical error, but since customer service in Austria is not reachable by phone, and there is no option to return a delivery or cancel a subscription in the customer account on the website (which is always the case with reputable companies), it is probably malicious intent on the part of the company to extort money from customers who cannot defend themselves. I can only strongly advise everyone against using Eqology as a business partner—not because the product is bad (I can't judge that), but because their business practices are highly dubious. I have initiated legal action."
50,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=51,1,"My sales-driven alternative practitioner got me a 6-month Eqology subscription. I think it's too expensive that each shipment will cost me €5.90. Had I known, I would have bought the established Norsan product from the pharmacy, which is also somewhat cheaper. I find it unbelievable that the oil is delivered in plastic bottles, given the promise of quality. A package that was returned three months ago was not charged. They're charging me €43.90 for nothing. That's aggressive, unprofessional, and untrustworthy. There's no button in my Eqology account to cancel the delivery. I can only pause it. That, too, is extremely questionable, annoying, and untrustworthy. I'm curious to see how the cancellation process goes. I could have actually claimed an Omega 3 test from my health insurance. I pay €125 for Eqology. It's my own fault for buying the overpriced product and taking out the subscription. I should have checked it more thoroughly beforehand. I'm more aware now."
51,EQOLOGY,Pure Arctic Oil,liquid,300,30,770,650,1420,48,Norway,https://www.trustpilot.com/review/www.eqology.com?page=52,1,"I've been trying to cancel my subscription and my husband's for two weeks now. I can't find anywhere where I can cancel my account. I contacted the company and received a vague email in English. It's very difficult for customers to cancel. If you miss the deadline, the subscription is renewed for another six months, and I don't think that's serious!"
